dt,x,y,position,velocity,acceleration,jerk,heading
10.000000,0.464833,0.328238,0.000000,0.000000,0.000000,0.000000,6.231847
10.000000,0.464833,0.328238,0.000000,0.000000,0.000000,0.000000,6.231847
10.000000,0.464833,0.328238,0.000000,0.000000,0.000000,0.000000,6.231847
